주소,약국명,대표전화,경도,위도
"서울특별시 양천구 목동중앙북로7가길 61, 103호 (목동, 목동 RICH SQUARE)",믿음약국,02-2646-5533,126.8641771,37.54972818
서울특별시 관악구 봉천로 534 (봉천동),믿음약국,02-888-2104,126.9569804,37.47868808
"서울특별시 송파구 중대로 24  (문정동, 올림픽훼밀리타운)",믿음약국,02-402-9433,127.1110591,37.48812575
"서울특별시 종로구 종로 335-1, 명제빌딩 지하1층 (창신동)",믿음약국,02-745-6678,127.0146473,37.57301434
"서울특별시 중랑구 봉우재로43길 24, (상봉동)",믿음약국,02-492-4818,127.0900332,37.59472629
서울특별시 강북구 덕릉로 79 (수유동),밀알약국,02-998-7975,127.0226026,37.63479822
"서울특별시 강남구 가로수길 78, 1층 (신사동)",밍약국,02-2088-2851,127.0227774,37.52307484
"서울특별시 금천구 시흥대로 230, 서평빌딩 3층 301호 (시흥동)",바다약국,02-6372-7000,126.9012483,37.45442844
"서울특별시 서대문구 통일로 205-1, 1층 (영천동)",바다약국,02-392-5310,126.9608045,37.5713365
서울특별시 동대문구 왕산로 189-1 (청량리동),바다약국,02-957-1110,127.0441074,37.58005333
"서울특별시 광진구 자양로 55, 근린생활시설 101동 104호 (자양동, 자양하늘채 베르)",바다약국,02-457-5345,127.0846262,37.53283186
"서울특별시 구로구 구로중앙로 60, 3층 (구로동, 대림오페라타워)",바다약국,02-869-2485,126.8894096,37.49513179
"서울특별시 노원구 동일로 1361, 208호 (상계동, 상계주공2단지아파트상가)",바다약국,070-4131-9314,127.0612842,37.65006498
"서울특별시 송파구 석촌호수로 133, 레이크팰리스 1층 102호 (잠실동)",바다약국,02-423-8839,127.0917875,37.50765196
"서울특별시 마포구 월드컵북로 69, 1층 (성산동)",바다약국,02-324-8476,126.9163426,37.55993081
"서울특별시 동작구 상도로 168, 1층 (상도동)",바다의별약국,02-821-3130,126.937894,37.50402709
"서울특별시 강동구 상일로12길 97, 101호 (강일동)",바로드림약국,02-426-2956,127.172652,37.55686291
서울특별시 은평구 통일로 731   (대조동),바로약국,02-358-5755,126.9294663,37.61062266
"서울특별시 송파구 송파대로 345, 1에이동 2층 2006호 일부호 (가락동, 헬리오시티)",바로약국,02-402-8505,127.1025318,37.49761457
"서울특별시 중구 다산로 128-1, 지하1층 (신당동)",바로약국,02-2233-7508,127.0111922,37.55516085
"서울특별시 용산구 새창로 217, 용산토투밸리 1층 132호 (한강로2가)",바로약국,050-71436-9495,126.9677763,37.53021668
"서울특별시 종로구 종로 33, 그랑서울 1층 103, 104호 (청진동)",바로약국,02-2158-7900,126.981438,37.57096177
"서울특별시 양천구 목동동로8길 23, 메리트윈 106호 (신정동)",바로약국,02-6958-8569,126.8714865,37.51685543
"서울특별시 도봉구 도봉로136다길 26-1, 1층 (창동)",바로약국,02-993-6321,127.0428108,37.66049831
"서울특별시 성동구 아차산로17길 26, 1층 103호 (성수동2가)",바로여기약국,02-466-8562,127.0646648,37.5445109
"서울특별시 강남구 논현로 526, 1층 (역삼동)",바로여기약국,02-558-9572,127.0359979,37.50344561
"서울특별시 서초구 서초중앙로 230, 1층 105호 (반포동)",바로이약국,02-591-2788,127.0120244,37.50215636
"서울특별시 중랑구 망우로 305, 지하1층 (상봉동)",바르다허약국,02-433-5953,127.0861464,37.59690779
"서울특별시 구로구 경인로67길 23, 101동 302호 (신도림동, 신도림2차푸르지오)",바른굿모닝약국,02-2636-8123,126.8894812,37.51048264
"서울특별시 강동구 상암로 31, 이에스타워 1층 (암사동)",바른메디칼약국,02-3426-5384,127.1271318,37.55047667
"서울특별시 영등포구 여의대방로 145, 1층 (신길동, 세인트빌딩)",바른메디컬약국,02-832-2341,126.9199903,37.50021047
"서울특별시 송파구 백제고분로 126, 오룡빌딩 101호 (잠실동)",바른삼성약국,02-420-7601,127.0807533,37.5061702
"서울특별시 중랑구 용마산로 503, 1층 (망우동)",바른성심약국,02-2208-2787,127.0999204,37.59611136
서울특별시 동대문구 휘경로 34 (휘경동),바른손약국,02-3295-4274,127.0635384,37.59477597
"서울특별시 은평구 통일로 842, 범서빌딩 2층 (불광동)",바른약국,02-353-0830,126.9220638,37.61869023
"서울특별시 구로구 구로중앙로 212, 영삼빌딩 1층 101호 (구로동)",바른약국,02-2672-9042,126.8778367,37.50496405
"서울특별시 성북구 동소문로 19, 김내과빌딩 1층 (동소문동1가)",바른약국,02-6013-3334,127.0081014,37.58952857
"서울특별시 관악구 남부순환로 1714-1, 1층 (봉천동)",바른약국,02-884-2850,126.9403754,37.48264621
"서울특별시 도봉구 도봉로 511, 1층 (쌍문동)",바른약국,02-2138-0820,127.0357092,37.65109541
"서울특별시 강서구 양천로 556, 강서메디칼센터 103호 (등촌동)",바른약국,02-3664-3215,126.8607284,37.55780286
"서울특별시 노원구 동일로 1028, 한의학명가 1층 106호 (공릉동)",바른약국,02-972-2524,127.0745533,37.62205085
"서울특별시 서초구 서초중앙로 45, 1층 102호 (서초동, 서초레몬)",바른약국,02-6203-2699,127.0154487,37.48578323
"서울특별시 강남구 도산대로 157, 1층 (신사동)",바른약국,02-547-2744,127.0256428,37.5190319
"서울특별시 동대문구 사가정로 80, 카운티에비뉴 121호 (답십리동)",바른약국,02-2249-9111,127.0549266,37.57522379
서울특별시 강북구 노해로 95-1,바른약국,02-993-9663,127.0228447,37.64420094
"서울특별시 금천구 시흥대로153길 99, 신평대일타운 106호 (가산동)",바른약국,02-853-2675,126.8933637,37.47577276
"서울특별시 영등포구 선유로 138, 롯데마트 양평점 지하1층 (양평동3가)",바른약국,02-2633-2267,126.891572,37.52606589
"서울특별시 종로구 대학로 89, 대학로빌딩 1층 (연건동)",바른약국,02-744-8908,127.00181,37.57923048
"서울특별시 양천구 오목로 197, 1층 (신정동, 이스트만빌딩)",바른약국,02-2696-0903,126.859412,37.52561735
"서울특별시 동작구 상도로 153, 1층 (상도동)",바른약국,02-816-2223,126.9362862,37.50342868
"서울특별시 성동구 왕십리로 410, G동 204호 (하왕십리동, 센트라스)",바른약국,02-2281-3200,127.0240825,37.56660293
서울특별시 송파구 올림픽로 145  (잠실동),바른약국,02-3431-9930,127.0870419,37.51198046
"서울특별시 서초구 방배로 108, 1층 (방배동)",바른온누리약국,070-8808-3000,126.9964441,37.48383422
"서울특별시 성북구 화랑로 76, 112-1호 (하월곡동, 코업스타클래스)",바른온누리약국,02-942-4750,127.0405795,37.60170597
"서울특별시 동작구 흑석로 101, 1층 (흑석동)",바름약국,02-827-0308,126.9605839,37.50774781
"서울특별시 동대문구 왕산로 225, 미주상가 2층 203호 (청량리동)",바오로약국,02-967-3761,127.0472091,37.5821227
서울특별시 강북구 삼양로 509 (수유동),바우약국,02-993-7536,127.0138687,37.64858589
"서울특별시 강북구 삼양로 420, 배용표내과 (수유동)",바이엘약국,02-999-0267,127.017111,37.64101765
서울특별시 강남구 강남대로 334,바이올렛약국,02-3452-6007,127.0304721,37.49299341
"서울특별시 동대문구 한천로 195, 1층 (장안동)",바하약국,02-2215-1101,127.0680918,37.57838419
"서울특별시 강동구 고덕로 254, 이화빌딩 (명일동)",박선영약국,02-442-6332,127.1536817,37.55468141
"서울특별시 송파구 마천로7길 6, 오금대림아파트 117,118호 (오금동)",박순영온누리약국,02-430-3371,127.1279333,37.50842258
서울특별시 금천구 시흥대로 471-1,박애약국,02-855-9558,126.8981977,37.47574666
서울특별시 양천구 목동중앙북로 10 (목동),박약국,02-2642-4949,126.8647039,37.54842702
"서울특별시 동대문구 왕산로 254, 2층 (전농동)",박한약국,02-555-6880,127.0497475,37.58343188
"서울특별시 서초구 서초중앙로 238, 2층 233, 234호 (반포동)",반가운약국,02-6958-8812,127.012071,37.50296195
"서울특별시 영등포구 영등포로 33, 108호(양평동2가,비즈타워)",반석온누리약국,02-2632-9595,126.8852223,37.52329201
"서울특별시 관악구 관악로 195, A동 308호 (봉천동, 관악위버폴리스)",반석온누리약국,02-876-8838,126.9530987,37.48256382
서울특별시 서초구 잠원로3길 40  (잠원동),반원약국,02-3476-7582,127.0036587,37.50821285
"서울특별시 서초구 반포대로 291, 3층 345호 (반포동)",반포스마일약국,02-535-6389,126.999481,37.50490207
"서울특별시 서초구 신반포로 177, 3동 3층 11호일부,12호일부 (잠원동)",반포알약국,070-8855-3603,127.0034073,37.50609955
"서울특별시 서초구 잠원로 24, 408호 (반포동, 반포자이프라자상가)",반포자이중앙약국,02-535-9090,127.0098732,37.5071157
"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 1층 142호 (반포동)",반포종로약국,02-745-1051,126.999481,37.50490207
"서울특별시 서초구 신반포로 329, 1층 5호 (잠원동)",반포프라자약국,02-549-3668,127.0195053,37.51080411
"서울특별시 강서구 공항대로 261, 306호 (마곡동, 발산파크프라자)",발산93약국,02-2063-7582,126.836521,37.55915323
서울특별시 강서구 강서로 380 (등촌동),발산그랜드약국,02-3663-7510,126.8388782,37.5594884
"서울특별시 강서구 강서로 360, 솔레드림 109호 (내발산동)",발산에이스약국,02-2658-5525,126.8383936,37.55769458
"서울특별시 강남구 논현로 841, 제이비 미소빌딩 110호 (신사동)",밝은마음약국,02-6203-7770,127.0277588,37.52396847
"서울특별시 강남구 양재대로55길 15, 1층 1호 (일원동)",밝은미소약국,02-2039-1775,127.0874897,37.49188698
"서울특별시 동작구 사당로 215, 108호 (사당동)",밝은미소약국,02-594-5626,126.9723448,37.48445931
"서울특별시 관악구 양녕로 46, 메카플러스 1층 107호 (봉천동)",밝은미소약국,02-877-0927,126.9472386,37.48615809
"서울특별시 강서구 강서로 242, 상가동 419일부호 (화곡동, 강서힐스테이트)",밝은세상약국,02-2696-1669,126.836797,37.5471645
서울특별시 관악구 신림로 368 (신림동),밝은세상약국,02-6012-5453,126.9292532,37.4871134
"서울특별시 송파구 올림픽로 119 (잠실동, 파인애플상가 3A04호)",밝은약국,02-422-0317,127.0841863,37.51208434
"서울특별시 은평구 불광로 27, 1층 (대조동)",밝은약국,02-386-7585,126.9288153,37.61077265
"서울특별시 영등포구 영중로 61, 극동방송 (영등포동6가)",밝은약국,02-2068-1929,126.9046191,37.52189713
서울특별시 강서구 양천로 690,밝은약국,02-3664-0549,126.8726238,37.55021954
"서울특별시 중랑구 면목로 490, 1층 (상봉동, 상봉타워)",밝은약국,02-438-0988,127.086089,37.5956441
"서울특별시 강남구 역삼로 247, 102호 (역삼동, 홍진빌딩)",밝은약국,02-557-8575,127.0431596,37.49795167
서울특별시 중구 다산로 258 1층 102호,밝은약국,02-2231-7568,127.0166238,37.56579485
"서울특별시 서초구 사평대로56길 7, 105,106호 (서초동, 서초한일유앤아이주상복합)",밝은약국,02-535-1912,127.0235199,37.50320728
"서울특별시 노원구 동일로 1005, 1층 (공릉동)",밝은약국,02-971-0771,127.0745144,37.6199277
"서울특별시 강남구 압구정로28길 48, 1층 (신사동)",밝은온누리약국,02-511-8277,127.027452,37.52337406
"서울특별시 강서구 등촌로 177, 101동 102호 (등촌동, 경남파크빌)",밝은온누리약국,02-2645-4288,126.862227,37.54577207
서울특별시 강북구 삼양로 191 (미아동),밝은온누리약국,02-945-2295,127.0203929,37.62094749
"서울특별시 중랑구 동일로 634, 덕천빌딩 (면목동)",밝은온누리약국,02-496-9871,127.080187,37.58705478
서울특별시 송파구 강동대로 73 (풍납동),밝은중앙약국,02-482-2621,127.1156182,37.52676474
"서울특별시 강북구 한천로132길 26, 1층 (번동)",밝은현대약국,02-6408-8890,127.029254,37.6398948
"서울특별시 서초구 동작대로 118, 107호 (방배동,방배예다인)",방배대한약국,02-596-1776,126.9827445,37.4870042
"서울특별시 서초구 동작대로 114, 1층 (방배동)",방배세명약국,02-532-3311,126.9826793,37.4867629
"서울특별시 서초구 방배로 103, 1층 104호 (방배동)",방배아트약국,02-582-7838,126.9961212,37.48327829
"서울특별시 서초구 방배중앙로29길 3, 1층 (방배동)",방배프라자약국,02-591-3174,126.9853049,37.49645558
"서울특별시 중구 을지로33길 2, (을지로4가)",방약국,02-2279-6433,127.0004222,37.56699768
"서울특별시 중랑구 면목로 260, 1층(면목동)",방약국,02-432-0596,127.0859724,37.5759566
서울특별시 송파구 가락로 277 (방이동),방이메디칼약국,02-423-0563,127.1195255,37.51262898
서울특별시 송파구 백제고분로 469 (방이동),방이수약국,02-418-6987,127.1132677,37.51253405
서울특별시 송파구 마천로 29 (방이동),방이종로약국,02-3431-0440,127.1242436,37.50953124
"서울특별시 송파구 마천로 53, 2층 (오금동)",방이코끼리약국,02-456-7185,127.1266583,37.50855126
"서울특별시 송파구 가락로 244, 동원빌딩 (방이동)",방이프라자약국,02-418-2463,127.1181771,37.5097919
"서울특별시 서초구 방배로13길 31, (방배동)",방일약국,02-582-4204,126.994847,37.48251509
"서울특별시 도봉구 도봉로150길 27, 1층 101-1호 (방학동)",방학365약국,02-6954-2213,127.0447526,37.66619089
"서울특별시 도봉구 방학로 159, (방학동)",방학세계로약국,02-956-3030,127.0344475,37.66228364
"서울특별시 도봉구 도봉로 729, 1층, 지층 (방학동)",방학약국,02-955-8822,127.0433029,37.66965804
"서울특별시 도봉구 도당로 80, 방학동근생 1층 (방학동)",방학태평양약국,02-3491-6626,127.0363449,37.66483465
"서울특별시 강서구 양천로 94, 1층 (방화동)",방화우리약국,02-2663-8811,126.8141293,37.57322833
서울특별시 강서구 양천로16길 16 (방화동),방화프라자약국,02-2666-3348,126.8110163,37.57253602
서울특별시 용산구 원효로41길 38,백경약국,02-703-0382,126.9595733,37.53494955
"서울특별시 노원구 동일로217가길 11, 1층(상계동,대일빌딩)",백경약국,02-952-9545,127.0598854,37.65343943
"서울특별시 관악구 은천로 37, 1층 (봉천동)",백두산약국,02-883-8961,126.9395715,37.48634975
